youtube_url,hebrew_line_1,hebrew_line_2,hebrew_line_3,english_line_1,english_line_2,english_line_3,song_title,artist_name,publish_year,id,created_date,updated_date,created_by_id,created_by,is_sample
"https://music.youtube.com/watch?v=FsuWCkjqjUk","אחר כך בוכה","אחר כך בוכה","רק אני לא יכול לזוז מפה","Everyone around the table","Two girls","""A young man with a tongue of gold""","לרוץ מהר","יהלי סובול ומלאני פרס","2006","688cbff84d0f7618d933bbf1","2025-08-01T13:24:08.660000","2025-08-01T13:24:08.660000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=OaMYoMmf5cU","סיפרנו לה הכל","והיא סגורה בחדר, בשקט","ולא אומרת כלום","She doesn't say a thing.","Tells nothing at all","Sometimes at night, I shed a few tears.","לא אומרת כלום","מטרופולין","2005","688cbff84d0f7618d933bbf0","2025-08-01T13:24:08.656000","2025-08-01T13:24:08.656000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=m9CIXbXToO4","איך זה קורה שאני עוד לא שם","אני חושבת","ג'יליאן נסעה ללמוד צרפתית","I gave her twenty shekels in a bill.","She sits and screams curses.","To the air","כל הסיבות","כל החתיכים אצלי","2012","688cbff84d0f7618d933bbef","2025-08-01T13:24:08.652000","2025-08-01T13:24:08.652000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=pPMN3_2IDO8","מה לעשות כשאתה מסתובב","יהיה לך טוב ואז יהיה לך כואב","ומה לעשות עם מה שבלב","Tell me how to catch in the net","All that defies logic","I thought I knew.","מה לעשות עם הזאב","עלמה גוב","2023","688cbff84d0f7618d933bbee","2025-08-01T13:24:08.647000","2025-08-01T13:24:08.647000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=1qbAvGbQuow","למנוול, לנבזה","שעשה לך את זה","אל תוותרי","If you reveal","""That you forgot you're alone""","Don't be stressed.","אחריות","יוני בלוך","2007","688cbff84d0f7618d933bbed","2025-08-01T13:24:08.641000","2025-08-01T13:24:08.641000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=h5EfvrT7Lmo","רמי שהרביץ לדוקטור פרנקל שיצא עם אחותו","מכיר אותו","מכיר אותו","Solomon the Chubby","I've known him for a long time.","Danny the neighbor","מכיר אותו","יוני בלוך","2004","688cbff84d0f7618d933bbec","2025-08-01T13:24:08.637000","2025-08-01T13:24:08.637000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=el-x8JZk_hU","רוצה לדעת שאת לא בוכה","נראה לי שאת עשית הכל, הכל בכוונה","רצית יותר ממני ואני במבוכה","Now I’ve discovered I’m to blame.","I think about it and can't breathe.","Want to touch you and you're far away.","אשם","סינרגיה","2006","688cbff84d0f7618d933bbeb","2025-08-01T13:24:08.632000","2025-08-01T13:24:08.632000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=TcTHq7ZrqJM","לא את הכל אתה יודע","זה אותו האור שתמיד ליווה אותך","ולא די לה","And the moon was full all night long.","And it keeps me uplifted.","Write on four walls in an instant","סיגפו","בית הבובות","2004","688cbff84d0f7618d933bbea","2025-08-01T13:24:08.624000","2025-08-01T13:24:08.624000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=hihu0Low_58","אשמור לי למחר לעוד יום נהדר","את כל מה שנשאר מהכח שנגמר","אשמור לי למחר לעוד יום נהדר","Why don't you come and sit?","Don't expect, you won't be disappointed.","""Imagine me as only you can.""","כל מה שנשאר","בוטן מתוק בקרקס","2003","688cbff84d0f7618d933bbe9","2025-08-01T13:24:08.614000","2025-08-01T13:24:08.614000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=buUiKIaIaN8","שינגנו לך שיר ישן","רק דקה","עוד דקה","Oh my child, I will descend to the sea.","I will sail far into the world.","I will bring you a bouquet of flowers.","שיר ישן","אתניקס","1991","688cbff84d0f7618d933bbe8","2025-08-01T13:24:08.609000","2025-08-01T13:24:08.609000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Xmo8fwwnuw0","אה אה אה הקרטל","רציתי לשים לך דיסק","ואת אוהבת עברית","I wanted to play you a CD","And you love Hebrew.","Maybe we'll listen to those with the disco","לשים לך דיסק","הקרטל","2009","688cbff84d0f7618d933bbe6","2025-08-01T13:24:08.604000","2025-08-01T13:24:08.604000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=zRTH6Ie8OD8","הבטיחו לה הכל אך היא סירבה בינתיים","או כמה שהיא יפה!","מרעישות המנגינות המרעישות אוזניים","Young and beautiful, with a blush.","""Slim and tall in the lingerie department at Hamashbir,""","Maybe the most beautiful in the city.","המחלקה להלבשה תחתונה","מרסדס בנד","2009","688cbff84d0f7618d933bbe5","2025-08-01T13:24:08.590000","2025-08-01T13:24:08.590000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=24aEZvU-lEc","אשר קוראות לו שיחזור","מכל האור מכל הלב","הוא שוב אליך מתקרב","From the hours and the seconds","And the voices in the headphones","From the star on the tower","תמיד עולה המנגינה","להקות חיל האוויר","1974","688c747c15f875b92d1bfc37","2025-08-01T08:02:04.272000","2025-08-01T08:02:04.272000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=ORTGeT7pjS4","היום אני במקום שלי","וזה קרה לי בגללי","מי זה דורך על קברי","ישבתי ליד עץ הלימון","Suddenly, the fruit fell upon me.","Lucky it didn't kill me.","למון טרי","דורי בן זאב","1977","688c747c15f875b92d1bfc36","2025-08-01T08:02:04.264000","2025-08-01T08:02:04.264000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=QtWg9QlQxPQ","שאל אותי נזיר מההימלאיה מי אתה?","סוג של טפיל אולי","כנימת עלים","Who am I?","What am I, really","Why climb the mountains because they are there?","איזה עולם","טיפקס","1997","688c747c15f875b92d1bfc35","2025-08-01T08:02:04.260000","2025-08-01T08:02:04.260000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=zYoIVlzBOK4","הדובים ישנים","ואולי זה רק נדמה לך","מי יושב על הכסא שלי","Blue sea and sky","Two boats of paper","The fisherman descends to the waters.","אבא סיפור","מיקי גבריאלוב","1975","688c747c15f875b92d1bfc34","2025-08-01T08:02:04.255000","2025-08-01T08:02:04.255000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=LIMkBZyWDX0","ולא איכפת לי להשתטות קצת לפעמים","בואי וניסע לג'ונגל שבאפריקה","לא נאמר לאף אחד ואיש גם לא ניקח","Come ride with me on the rainbow's back","This is something I've wanted to do for a long time.","But if we cannot place ourselves there","להשתטות לפעמים","גבי שושן","1974","688c747c15f875b92d1bfc33","2025-08-01T08:02:04.251000","2025-08-01T08:02:04.251000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=hSy2ItFKqmI","להיאבק בתוך גופך","וכך בשדה הקרב שלנו","את מותי למצוא איתך, אוהב","I will wait for you.","Turn off all the lights in your city.","""Come to our corner""","אחכה לך","הנשמות הטהורות","1975","688c747c15f875b92d1bfc32","2025-08-01T08:02:04.243000","2025-08-01T08:02:04.243000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=IWRGnIXIeRc","שוב היא כאן ושוב הכל מאבד צורה","מבולבלת ויפה היא לא השתנתה","יום בהיר אחד עזבה והנה חזרה","Again she is here, and once more everything loses shape.","Confused and beautiful, she hasn’t changed.","One bright day she left, and behold, she returned.","שוב היא כאן","יוני רכטר","1979","688c747c15f875b92d1bfc31","2025-08-01T08:02:04.238000","2025-08-01T08:02:04.238000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Z0U9fFn3Rp4","אצלנו במטבח","ובמטבח על השולחן יש איש בתוך קנקן","אה ווה ווה ווה","Here are people wrapped in newspaper.","Ah wah wah wah","Life inside a box","בתוך נייר עיתון","טיפקס","1992","688c747c15f875b92d1bfc30","2025-08-01T08:02:04.233000","2025-08-01T08:02:04.233000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=_WGaayaH4bc","טרפתי אותה בעיני,","ופעם אחת היא אמרה:","""ניראה כשתיגדל אז אולי""...","Then, when she was young","I devoured her with my eyes,","""And once she said:""","לילי שלי","השלושרים","1969","688c747c15f875b92d1bfc2f","2025-08-01T08:02:04.227000","2025-08-01T08:02:04.227000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=eSjaJz7mRQA","תן לו ברוך הבא","תן ביהודה","ויהודה יהודה בשלום","Give him a tie.","Give him a suit","Give him with open hands","יהודה יהודה","השמחות","1998","688c747c15f875b92d1bfc2e","2025-08-01T08:02:04.221000","2025-08-01T08:02:04.221000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=a9iD3-jT0Hc","רגע של שלווה","נסוך על פניי","תן לי לבוא וללכת","Above me, a luminous blue silence","A white star's light shines bright","The secret's meaning untouched by eternity.","מעלי דממה","שי צברי","2015","688c747c15f875b92d1bfc2d","2025-08-01T08:02:04.217000","2025-08-01T08:02:04.217000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=_Rg9dgmRyrI","תמוגר חשכת ימינו,","אור גדול יזרח עלינו,","בוא, פרש, עלה!","Quiet, quiet, my sons, let us be still!","Here graves bloom,","The haters planted them.","חורשת האקפליפטוס","צילה דגן","1967","688c747c15f875b92d1bfc2c","2025-08-01T08:02:04.210000","2025-08-01T08:02:04.210000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=HvAwVof_SWY","מתל ברוך ועד בית אל","הכביש עוקף חוצה מולדת","מרגיש כמו מלך ישראל","Solomon rides on a plastic truck","From Tel Baruch to Beit El","The bypass road cuts across the homeland.","משאית פיננסית","רמי פורטיס ושלומי ברכה","1998","688c747c15f875b92d1bfc2b","2025-08-01T08:02:04.205000","2025-08-01T08:02:04.205000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=6ZM5kSqfD6s","והמסך שוב מהבהב עובדים עלינו בעיניים","בחוץ שוקעת ארץ, ואת לא ממהרת","בסוף של יום תופס מקום על המיטה המשותפת","At the end of the day, after all is said and done, we say goodbye, for now.","On the screen, seventy-two virgins fall from the sky.","Outside, the storm roars, but inside it's calm.","בסוף של יום","ברי סחרוף ורמי פורטיס","2006","688c747c15f875b92d1bfc2a","2025-08-01T08:02:04.199000","2025-08-01T08:02:04.199000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=ypfb-S14VWA","זו ילדותי השניה,","מה שתיתני לי אקח.","זו ילדותי השניה -","This is my second childhood,","What you give me, I'll take.","This is my second childhood,","ילדותי השניה","מתי כספי","1985","688c747c15f875b92d1bfc29","2025-08-01T08:02:04.191000","2025-08-01T08:02:04.191000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Y1q1OtN8a0Y","כשאביב נרדם יעור בחוורון","בשדות האש ייתם הקרב האחרון","ובוקר נהדר מן הבקעה להר","When spring falls asleep, it awakens pale.","In fields of fire, the final battle will end.","And a wonderful morning from the valley to the hilltop","פרחים בקנה","צוות הווי תותחנים","1970","688c747c15f875b92d1bfc28","2025-08-01T08:02:04.186000","2025-08-01T08:02:04.186000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=qGi1VJzU34A","אנ'לא מבין מה זה מוכיח","אנ'לא מצליח","אני רק שר לך","""I’ve been in a terrible state for days now.""","I keep remembering","I keep remembering","גניבה","היהודים","2020","688c747c15f875b92d1bfc27","2025-08-01T08:02:04.178000","2025-08-01T08:02:04.178000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=zUUG-HVy0Wg","מתנגנות בי, משקרות לי, מציקות.","רציתי להבין קצת, להרגיש איזה ערך","וסמכתי עלייך שאת תגלי לי את הדרך.","Imagined melodies, deceptive, falsifying","Blurring my path of gold.","They play within me, lie to me, tease me.","הכל עד לכאן","עמיר בניון","2006","688c747c15f875b92d1bfc26","2025-08-01T08:02:04.172000","2025-08-17T04:06:01.583000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=fBiH2_ojQ70","נפשי נשרפה בלהבה","אומרים אהבה יש בעולם","מה זאת אהבה...","Take me under your wing.","Be my mother and sister.","And may your embrace be a refuge for my head.","הכניסיני תחת כנפך","אריק איינשטיין","1980","688c747c15f875b92d1bfc25","2025-08-01T08:02:04.167000","2025-08-17T04:03:22.110000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=SnG0lB7KAq8","וזהב שלכת בת חלוף.","הנשאי, ספינה, ושוטי -","מה רבים הכיסופים","To me, every wave carries a memory.","From the house, from the shore,","From the trees, the beauty of the crown","רותי","אריק איינשטיין","1968","688c747c15f875b92d1bfc24","2025-08-01T08:02:04.135000","2025-08-01T08:02:04.135000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=gsckRURfRiE","יום יבוא, יום יבוא, הוא יבוא!","הוא קרב, זה היום","ועם בוקר נקום ופתאום","A day will come, a day will come.","Soon, he will come.","Everyone shall know this.","יום יבוא","עוזי פוקס ורותי נבון","1969","688c747c15f875b92d1bfc23","2025-08-01T08:02:04.127000","2025-08-01T08:02:04.127000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Kz2de_wKByw","דברי, מלאך שלי, אני יודעת","שלא תמיד הקשיבו לקולך.","דברו שפתיים יחפות, דברו עיניים,","""Speak now, child, I am listening,""","The whole world listens to your murmurs.","Speak, my angel, I know.","שיר לשירה","קורין אלאל","1989","688c747c15f875b92d1bfc22","2025-08-01T08:02:04.122000","2025-08-01T08:02:04.122000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=ISfv124Hdko","דמשק באופק נבלעת","גלבוע נושק לתבור...","לו היית לידי","All the joyful words","They burst into a wild hora once again.","We climbed with all the winds.","מלכות החרמון","להקת פיקוד צפון","1963","688c747c15f875b92d1bfc20","2025-08-01T08:02:04.114000","2025-08-01T08:02:04.114000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=ZbtntuZfl7s","לְכָל שַׂעֲרָה בַּבָּשָׂר הֶחָשׂוּף","וְרֵיחַ יַלְדוּת רֵיחַ דֶּבֶק וָאֹרֶן","הוּא נִיחוֹחַ לֵילוֹ שֶׁל הַגּוּף שֶׁל הַגּוּף.","You came to me to open my eyes.","And your body is for me a gaze, a window, and a mirror.","You came like the night that comes to the hearth.","סליחות","יהודית רביץ","1977","688c747c15f875b92d1bfc1f","2025-08-01T08:02:04.108000","2025-08-05T11:51:01.811000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=OnVWHtwAxlY","זה הכל, אך אל תשכח","יוסי, ילד שלי מוצלח.","השדרה לוחשת יוסי","The sun shines high above.","Mother sends her son Yossi away.","Go bring a bottle of milk.","יוסי ילד שלי מוצלח","התרנגולים","1963","688c747c15f875b92d1bfc1e","2025-08-01T08:02:04.102000","2025-08-01T08:02:04.102000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=5W8ACq5dacI","תוכי אחד לימד אותן","מילים נהדרות.","אלפי דרורים ועפרונים","On the top of the cypress in the yard","Joy and commotion,","There, all the birds in the city","מקהלה עליזה","חווה אלברשטיין","1966","688c747c15f875b92d1bfc1d","2025-08-01T08:02:04.087000","2025-08-01T08:02:04.087000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=PCidpqW3Pb4&si=cr4kZsPemm7wPZIx","ימין ושמאל קצת ישבן להזיז","שמאל ימין עוד סיבוב בזריז","פופה פופפה...","How everyone here sways from side to side","To the sounds of tambourine in a lively rhythm","No one is sleeping tonight, how nice it is.","כמו בריו","אגם בוחבוט","2015","688c747c15f875b92d1bfc1c","2025-08-01T08:02:04.083000","2025-08-02T04:44:56.156000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=-Kx2IQ6maiI","לשחות עד הסוף","להגיע לחוף","עד הלילה","Do you know the best way to overcome depression?","The family, the friends, perhaps going out for a night on the town.","Deep conversations, soul conversations at night.","לצאת מדכאון","יגל אושרי","2023","688c747c15f875b92d1bfc1b","2025-08-01T08:02:04.078000","2025-08-01T08:02:04.078000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=qaaXfwV6Ubk","בכל אחד תמיד מסתתר חייל","מוכן להציל את העולם","הנהג אוטובוס של דן","Then the Bible teacher in Givati","The language teacher from Modiin","The neighbor from upstairs is a contractor, but he's been on reserve duty for a month.","גיבורי על","התקווה 6","2024","688c747c15f875b92d1bfc1a","2025-08-01T08:02:04.074000","2025-08-01T08:02:04.074000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=ZapSbNArhXo","אומרים שלוש נועה שלושה בנות","אנחנו שתיים אני מסבירה לך!","עולה לי הראקוטן!!!","""I'm exhausted, he threw me away!""","Where?","She fired her! Where?","שלושה בנות","נועה קירל","2022","688c747c15f875b92d1bfc19","2025-08-01T08:02:04.069000","2025-08-01T08:02:04.069000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=NFMUlrr7xx0","תנסה ואז תדע","גם לך יש זוג כנפיים.","וגם אתה יכול לעוף","When I look up","A spell takes over me.","And the wind tells a tale","לעוף","הראל סקעת","2004","688c747c15f875b92d1bfc18","2025-08-01T08:02:04.064000","2025-08-01T08:02:04.064000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=0DbM4l2Ub3A","וכבר חשבתי על לפרוש מוקדם","פתאום יצא מהגיטרה שיר מושלם","אין הרגשה כזאתי בעולם","I never knew it was possible","To soar as if there's no tomorrow","""To step into the world through a narrow gate""","עושה קסמים ורוקנרול","גיא מזיג","2021","688c747c15f875b92d1bfc17","2025-08-01T08:02:04.058000","2025-08-01T08:02:04.058000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=xNCAax9HVZQ","נישא לאן שהרוח נושב","רק התקווה יכולה לקרב","את החבר שהפך לאויב","Hey","Who will be here the day after?","The end of the dream and its blunt fracture.","אנחנו","גיא מזיג","2021","688c747c15f875b92d1bfc16","2025-08-01T08:02:04.050000","2025-08-01T08:02:04.050000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
